1,2073,971,2813,115,2035,1072
2,3021,2643,2473,649,8,3501
3,4171,1700,1351,114,1868,2144
4,4255,100,254,3256,256,2854
5,4186,4086,1156,766,253,840
6,597,852,751,2135,1538,670
7,3482,3022,1967,2367,3354,2489
8,1458,846,604,192,581,1280
9,4047,100,1351,675,4086,3021
10,751,840,3501,2035,4255,1868
11,2489,2813,2144,254,4186,2135
12,1156,4171,192,3482,2073,8
13,971,2854,852,766,675,649
14,1967,2367,670,581,846,2473
15,3256,1280,114,115,3354,2643
16,1700,3022,256,597,1458,1072
17,604,253,2035,1538,4047,3482
18,192,4086,1868,2135,2854,846
19,100,2367,115,2489,2643,840
20,675,254,1156,670,597,3354
21,2073,253,4047,256,2473,4255
22,751,3022,1280,1351,4186,581
23,4171,604,1538,3021,1072,766
24,971,3501,114,2144,1458,1967
25,852,3256,649,1700,2813,8
26,115,751,1351,597,846,3482
27,1072,1156,1868,675,2035,100
28,1280,4086,256,604,3501,2144
29,3021,670,3256,840,971,4186
30,2135,4255,649,4171,3022,2367
31,2489,1538,766,8,2473,114
32,4047,1458,581,2073,2854,3354
33,2643,253,1967,254,1700,852
34,192,846,675,2813,3501,3022
35,1156,597,8,2367,604,4186
36,100,3482,4086,971,1538,581
37,766,1967,2854,751,2144,2643
38,256,670,4047,115,2813,4171
39,1868,254,253,1458,649,1280
40,840,192,4255,852,114,1072
41,2135,2035,1351,3354,1700,2473
42,2073,3021,2144,3256,2489,597
43,4047,4171,8,971,751,254
44,100,2813,840,3501,1458,3482
45,1538,2035,3354,846,4255,4186
46,3256,1967,2473,1868,604,1280
47,2135,1072,581,1156,649,3021
48,115,2854,114,3022,253,852
49,1351,2643,4086,2489,670,2073
50,675,2367,1700,192,766,256
51,3482,4186,1072,2135,4047,1868
52,3022,649,3354,840,1538,2144
53,1156,3501,852,254,1351,2489
54,1700,604,2073,846,100,751
55,8,670,2854,2035,1967,256
56,192,2473,2813,2643,971,597
57,581,3256,675,253,114,4171
58,1458,3021,115,2367,4086,4255
59,766,2135,3482,1280,254,2073
60,3022,846,971,256,1156,2643
61,2144,3354,1072,670,751,253
62,649,4171,100,4186,1967,192
63,115,597,581,3501,1868,766
64,3021,114,2367,2035,2813,4086
65,2473,4047,1280,840,852,8
66,2489,4255,1700,2854,675,604
67,1458,3256,192,1351,1538,1156
68,597,649,2813,3354,4086,253
69,256,2073,2135,1967,840,114
70,852,2035,2643,4171,581,2144
71,3501,846,2489,766,4047,3256
72,1538,254,3021,1700,115,1280
73,4186,1458,751,2473,675,3482
74,100,8,1868,670,3022,4255
75,604,1072,971,1351,2367,2854
76,1280,597,840,2035,4171,2489
77,1700,192,2144,4047,1156,115
78,751,3354,1868,3021,852,256
79,2643,8,846,2135,1458,675
80,649,3482,114,100,670,604
81,581,766,4255,1967,2813,1351
82,2854,4186,1538,3501,2367,2073
83,3022,2473,1072,4086,3256,254
84,253,2135,2489,971,192,100
