Time (ms),Name,Value
"1487549877176","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","0.0"
"1487549877176","/SmartDashboard/Collect/name","Collect"
"1487549877177","/GRIP/myContoursReport/width","(2.0, 8.0)"
"1487549877177","/Preferences/driveVelP","0.9"
"1487549877178","/SmartDashboard/ArcadeDrive/running","False"
"1487549877178","/Preferences/driveVelF","0.2"
"1487549877178","/GRIP/myContoursReport/height","(4.0, 20.0)"
"1487549877179","/Preferences/driveVelI","0.0"
"1487549877179","/Preferences/driveTrain_kI","0.3"
"1487549877180","/Preferences/climberNudgeUp","-1.0"
"1487549877181","/SmartDashboard/DriveTrain/Left Encoder Distance","0.0"
"1487549877181","/SmartDashboard/angleerrors","0.0"
"1487549877181","/Preferences/driveTrain_kD","0.03"
"1487549877182","/Preferences/driveTrain_kF","0.58823"
"1487549877182","/SmartDashboard/BallHandling/~TYPE~","SubSystem"
"1487549877182","/Preferences/driveTrain_kP","0.003"
"1487549877182","/SmartDashboard/BallHandling/Elevator Encoder Rate","0.0"
"1487549877182","/SmartDashboard/DriveTrain/Left Encoder Rate","0.0"
"1487549877182","/SmartDashboard/DriveTrain/Right Encoder Count","0.0"
"1487549877182","/SmartDashboard/Dump/running","False"
"1487549877182","/SmartDashboard/DriveTrain/DriveTrainShifter state","False"
"1487549877182","/SmartDashboard/GearMech/~TYPE~","SubSystem"
"1487549877182","/GRIP/myContoursReport/angleIsValid","False"
"1487549877182","/SmartDashboard/p","0.5"
"1487549877182","/SmartDashboard/DriveTrain/Right Encoder Distance","0.0"
"1487549877183","/SmartDashboard/DriveTrain/Right Encoder Raw","0.0"
"1487549877183","/SmartDashboard/i","0.0"
"1487549877183","/SmartDashboard/f","0.0"
"1487549877183","/SmartDashboard/overrideR","35.0"
"1487549877183","/SmartDashboard/distance setpoint","0.0"
"1487549877183","/GRIP/myContoursReport/degreeOffset","6.42935483871"
"1487549877183","/Preferences/angleD","0.0"
"1487549877183","/SmartDashboard/BallHandling/Outside Roller Rate","0.0"
"1487549877183","/SmartDashboard/Collect/running","False"
"1487549877184","/SmartDashboard/ArcadeDrive/~TYPE~","Command"
"1487549877184","/SmartDashboard/Autonomous Command/~TYPE~","Command"
"1487549877184","/Preferences/angleI","0.0"
"1487549877184","/SmartDashboard/DriveTrain/Left Encoder Raw","0.0"
"1487549877184","/SmartDashboard/DriveTrain/~TYPE~","SubSystem"
"1487549877184","/SmartDashboard/BallHandling/Elevator Encoder Count","0.0"
"1487549877184","/Preferences/angleP","0.1"
"1487549877184","/SmartDashboard/DriveTrain/Gyro Angle","0.0"
"1487549877184","/SmartDashboard/GearMech/Gear Mech Drop state","False"
"1487549877185","/SmartDashboard/joystick output","-0.0078125"
"1487549877185","/SmartDashboard/countTraget","0.0"
"1487549877185","/SmartDashboard/angle setpoint","0.0"
"1487549877185","/Preferences/climberNudgeDown","-1.0"
"1487549877185","/SmartDashboard/Dump/~TYPE~","Command"
"1487549877185","/SmartDashboard/Dump/isParented","False"
"1487549877185","/SmartDashboard/ArcadeDrive/isParented","False"
"1487549877185","/SmartDashboard/BallHandling/Elevator Rate","0.0"
"1487549877186","/LiveWindow/~STATUS~/LW Enabled","False"
"1487549877186","/SmartDashboard/BallHandling/Pickup Flap state","False"
"1487549877186","/SmartDashboard/target","False"
"1487549877186","/SmartDashboard/Autonomous Command/isParented","False"
"1487549877186","/SmartDashboard/iV","0.0"
"1487549877186","/SmartDashboard/DriveTrain/Right Encoder Rate","0.0"
"1487549877186","/SmartDashboard/Collect/~TYPE~","Command"
"1487549877186","/SmartDashboard/encoder distanceLeft","0.0"
"1487549877187","/GRIP/myContoursReport/Center","(193.0, 75.0)"
"1487549877187","/SmartDashboard/Autonomous Command/name","AutonomousCommand"
"1487549877187","/SmartDashboard/Command 1/~TYPE~","Command"
"1487549877187","/SmartDashboard/Command 1/isParented","False"
"1487549877187","/SmartDashboard/Dump/name","Dump"
