Time (ms),Name,Value
"1487549872229","/SmartDashboard/DriveTrain/DifferenceOfEncodersDistance:","17.3777588226"
"1487549872229","/SmartDashboard/Collect/name","Collect"
"1487549872230","/GRIP/myContoursReport/width","(2.0, 8.0)"
"1487549872230","/Preferences/driveVelP","0.9"
"1487549872231","/SmartDashboard/ArcadeDrive/running","False"
"1487549872231","/Preferences/driveVelF","0.2"
"1487549872232","/GRIP/myContoursReport/height","(4.0, 20.0)"
"1487549872233","/Preferences/driveVelI","0.0"
"1487549872233","/Preferences/driveTrain_kI","0.3"
"1487549872234","/Preferences/climberNudgeUp","-1.0"
"1487549872269","/SmartDashboard/DriveTrain/Left Encoder Distance","-17.3776297706"
"1487549872269","/SmartDashboard/angleerrors","0.0"
"1487549872269","/Preferences/driveTrain_kD","0.03"
"1487549872269","/Preferences/driveTrain_kF","0.58823"
"1487549872269","/SmartDashboard/BallHandling/~TYPE~","SubSystem"
"1487549872269","/Preferences/driveTrain_kP","0.003"
"1487549872269","/SmartDashboard/BallHandling/Elevator Encoder Rate","0.0"
"1487549872270","/SmartDashboard/DriveTrain/Left Encoder Rate","-0.364296477544"
"1487549872270","/SmartDashboard/DriveTrain/Right Encoder Count","0.0"
"1487549872270","/SmartDashboard/Dump/running","False"
"1487549872270","/SmartDashboard/DriveTrain/DriveTrainShifter state","False"
"1487549872270","/SmartDashboard/GearMech/~TYPE~","SubSystem"
"1487549872270","/GRIP/myContoursReport/angleIsValid","False"
"1487549872270","/SmartDashboard/p","0.5"
"1487549872270","/SmartDashboard/DriveTrain/Right Encoder Distance","0.0"
"1487549872271","/SmartDashboard/DriveTrain/Right Encoder Raw","0.0"
"1487549872271","/SmartDashboard/i","0.0"
"1487549872271","/SmartDashboard/f","0.0"
"1487549872271","/SmartDashboard/overrideR","35.0"
"1487549872271","/SmartDashboard/distance setpoint","0.0"
"1487549872271","/GRIP/myContoursReport/degreeOffset","6.42935483871"
"1487549872271","/Preferences/angleD","0.0"
"1487549872271","/SmartDashboard/BallHandling/Outside Roller Rate","1.0"
"1487549872271","/SmartDashboard/Collect/running","False"
"1487549872271","/SmartDashboard/ArcadeDrive/~TYPE~","Command"
